Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
Green,3,2090000000000,2280000000000,56,0
Green,3,2090000000000,2280000000000,57,0
Green,3,2090000000000,2280000000000,58,0
Green,3,2090000000000,2280000000000,59,0
Green,3,2280000000000,2490000000000,0,111
Green,3,2280000000000,2490000000000,1,9
Green,3,2280000000000,2490000000000,2,19
Green,3,2280000000000,2490000000000,3,8
Green,3,2280000000000,2490000000000,4,3
Green,3,2280000000000,2490000000000,5,2
Green,3,2280000000000,2490000000000,6,8
Green,3,2280000000000,2490000000000,7,4
Green,3,2280000000000,2490000000000,8,7
Green,3,2280000000000,2490000000000,9,5
Green,3,2280000000000,2490000000000,10,7
Green,3,2280000000000,2490000000000,11,5
Green,3,2280000000000,2490000000000,12,1
Green,3,2280000000000,2490000000000,13,1
Green,3,2280000000000,2490000000000,14,5
Green,3,2280000000000,2490000000000,15,2
Green,3,2280000000000,2490000000000,16,4
Green,3,2280000000000,2490000000000,17,4
Green,3,2280000000000,2490000000000,18,1
Green,3,2280000000000,2490000000000,19,2
Green,3,2280000000000,2490000000000,20,5
Green,3,2280000000000,2490000000000,21,6
Green,3,2280000000000,2490000000000,22,3
Green,3,2280000000000,2490000000000,23,4
Green,3,2280000000000,2490000000000,24,1
Green,3,2280000000000,2490000000000,25,3
Green,3,2280000000000,2490000000000,26,1
Green,3,2280000000000,2490000000000,27,2
Green,3,2280000000000,2490000000000,28,1
Green,3,2280000000000,2490000000000,29,1
Green,3,2280000000000,2490000000000,30,3
Green,3,2280000000000,2490000000000,31,2
Green,3,2280000000000,2490000000000,32,0
Green,3,2280000000000,2490000000000,33,1
Green,3,2280000000000,2490000000000,34,1
Green,3,2280000000000,2490000000000,35,1
Green,3,2280000000000,2490000000000,36,1
Green,3,2280000000000,2490000000000,37,1
Green,3,2280000000000,2490000000000,38,1
Green,3,2280000000000,2490000000000,39,2
Green,3,2280000000000,2490000000000,40,4
Green,3,2280000000000,2490000000000,41,2
Green,3,2280000000000,2490000000000,42,3
Green,3,2280000000000,2490000000000,43,2
Green,3,2280000000000,2490000000000,44,1
Green,3,2280000000000,2490000000000,45,0
Green,3,2280000000000,2490000000000,46,0
Green,3,2280000000000,2490000000000,47,0
Green,3,2280000000000,2490000000000,48,0
Green,3,2280000000000,2490000000000,49,0
Green,3,2280000000000,2490000000000,50,0
Green,3,2280000000000,2490000000000,51,0
Green,3,2280000000000,2490000000000,52,0
Green,3,2280000000000,2490000000000,53,0
Green,3,2280000000000,2490000000000,54,0
Green,3,2280000000000,2490000000000,55,0
Green,3,2280000000000,2490000000000,56,0
Green,3,2280000000000,2490000000000,57,0
Green,3,2280000000000,2490000000000,58,0
Green,3,2280000000000,2490000000000,59,0
Green,3,2490000000000,2770000000000,0,105
Green,3,2490000000000,2770000000000,1,14
Green,3,2490000000000,2770000000000,2,21
Green,3,2490000000000,2770000000000,3,11
Green,3,2490000000000,2770000000000,4,5
Green,3,2490000000000,2770000000000,5,5
Green,3,2490000000000,2770000000000,6,7
Green,3,2490000000000,2770000000000,7,6
Green,3,2490000000000,2770000000000,8,2
Green,3,2490000000000,2770000000000,9,3
Green,3,2490000000000,2770000000000,10,6
Green,3,2490000000000,2770000000000,11,3
Green,3,2490000000000,2770000000000,12,10
Green,3,2490000000000,2770000000000,13,1
Green,3,2490000000000,2770000000000,14,3
Green,3,2490000000000,2770000000000,15,2
Green,3,2490000000000,2770000000000,16,1
Green,3,2490000000000,2770000000000,17,2
Green,3,2490000000000,2770000000000,18,3
Green,3,2490000000000,2770000000000,19,1
Green,3,2490000000000,2770000000000,20,4
Green,3,2490000000000,2770000000000,21,4
Green,3,2490000000000,2770000000000,22,4
Green,3,2490000000000,2770000000000,23,4
Green,3,2490000000000,2770000000000,24,1
Green,3,2490000000000,2770000000000,25,5
Green,3,2490000000000,2770000000000,26,4
Green,3,2490000000000,2770000000000,27,6
Green,3,2490000000000,2770000000000,28,2
Green,3,2490000000000,2770000000000,29,0
Green,3,2490000000000,2770000000000,30,0
Green,3,2490000000000,2770000000000,31,1
Green,3,2490000000000,2770000000000,32,2
Green,3,2490000000000,2770000000000,33,3
Green,3,2490000000000,2770000000000,34,4
Green,3,2490000000000,2770000000000,35,1
Green,3,2490000000000,2770000000000,36,0
Green,3,2490000000000,2770000000000,37,0
Green,3,2490000000000,2770000000000,38,0
Green,3,2490000000000,2770000000000,39,0
Green,3,2490000000000,2770000000000,40,2
Green,3,2490000000000,2770000000000,41,1
Green,3,2490000000000,2770000000000,42,1
Green,3,2490000000000,2770000000000,43,0
Green,3,2490000000000,2770000000000,44,1
Green,3,2490000000000,2770000000000,45,0
Green,3,2490000000000,2770000000000,46,0
Green,3,2490000000000,2770000000000,47,0
Green,3,2490000000000,2770000000000,48,0
Green,3,2490000000000,2770000000000,49,0
Green,3,2490000000000,2770000000000,50,0
Green,3,2490000000000,2770000000000,51,0
Green,3,2490000000000,2770000000000,52,0
Green,3,2490000000000,2770000000000,53,0
Green,3,2490000000000,2770000000000,54,0
Green,3,2490000000000,2770000000000,55,0
Green,3,2490000000000,2770000000000,56,0
Green,3,2490000000000,2770000000000,57,0
Green,3,2490000000000,2770000000000,58,0
Green,3,2490000000000,2770000000000,59,0
Green,3,2770000000000,2960000000000,0,100
Green,3,2770000000000,2960000000000,1,13
Green,3,2770000000000,2960000000000,2,10
Green,3,2770000000000,2960000000000,3,11
Green,3,2770000000000,2960000000000,4,4
Green,3,2770000000000,2960000000000,5,12
Green,3,2770000000000,2960000000000,6,3
Green,3,2770000000000,2960000000000,7,7
Green,3,2770000000000,2960000000000,8,3
Green,3,2770000000000,2960000000000,9,5
Green,3,2770000000000,2960000000000,10,2
Green,3,2770000000000,2960000000000,11,4
Green,3,2770000000000,2960000000000,12,3
Green,3,2770000000000,2960000000000,13,3
Green,3,2770000000000,2960000000000,14,4
Green,3,2770000000000,2960000000000,15,6
Green,3,2770000000000,2960000000000,16,2
Green,3,2770000000000,2960000000000,17,1
Green,3,2770000000000,2960000000000,18,4
Green,3,2770000000000,2960000000000,19,8
Green,3,2770000000000,2960000000000,20,2
Green,3,2770000000000,2960000000000,21,7
Green,3,2770000000000,2960000000000,22,7
Green,3,2770000000000,2960000000000,23,4
Green,3,2770000000000,2960000000000,24,0
Green,3,2770000000000,2960000000000,25,2
Green,3,2770000000000,2960000000000,26,2
Green,3,2770000000000,2960000000000,27,4
Green,3,2770000000000,2960000000000,28,2
Green,3,2770000000000,2960000000000,29,1
Green,3,2770000000000,2960000000000,30,3
Green,3,2770000000000,2960000000000,31,3
Green,3,2770000000000,2960000000000,32,1
Green,3,2770000000000,2960000000000,33,3
Green,3,2770000000000,2960000000000,34,3
Green,3,2770000000000,2960000000000,35,3
Green,3,2770000000000,2960000000000,36,1
Green,3,2770000000000,2960000000000,37,2
Green,3,2770000000000,2960000000000,38,1
Green,3,2770000000000,2960000000000,39,0
Green,3,2770000000000,2960000000000,40,1
Green,3,2770000000000,2960000000000,41,2
Green,3,2770000000000,2960000000000,42,0
Green,3,2770000000000,2960000000000,43,0
Green,3,2770000000000,2960000000000,44,0
Green,3,2770000000000,2960000000000,45,0
Green,3,2770000000000,2960000000000,46,0
Green,3,2770000000000,2960000000000,47,0
Green,3,2770000000000,2960000000000,48,0
Green,3,2770000000000,2960000000000,49,0
Green,3,2770000000000,2960000000000,50,0
Green,3,2770000000000,2960000000000,51,0
Green,3,2770000000000,2960000000000,52,1
Green,3,2770000000000,2960000000000,53,0
Green,3,2770000000000,2960000000000,54,0
Green,3,2770000000000,2960000000000,55,0
Green,3,2770000000000,2960000000000,56,0
Green,3,2770000000000,2960000000000,57,0
Green,3,2770000000000,2960000000000,58,0
Green,3,2770000000000,2960000000000,59,0
Green,3,2960000000000,3090000000000,0,122
Green,3,2960000000000,3090000000000,1,18
Green,3,2960000000000,3090000000000,2,9
Green,3,2960000000000,3090000000000,3,6
Green,3,2960000000000,3090000000000,4,5
Green,3,2960000000000,3090000000000,5,4
Green,3,2960000000000,3090000000000,6,4
Green,3,2960000000000,3090000000000,7,7
Green,3,2960000000000,3090000000000,8,9
Green,3,2960000000000,3090000000000,9,2
Green,3,2960000000000,3090000000000,10,3
Green,3,2960000000000,3090000000000,11,5
Green,3,2960000000000,3090000000000,12,6
Green,3,2960000000000,3090000000000,13,5
Green,3,2960000000000,3090000000000,14,3
Green,3,2960000000000,3090000000000,15,3
Green,3,2960000000000,3090000000000,16,2
Green,3,2960000000000,3090000000000,17,4
Green,3,2960000000000,3090000000000,18,6
Green,3,2960000000000,3090000000000,19,4
Green,3,2960000000000,3090000000000,20,3
Green,3,2960000000000,3090000000000,21,3
Green,3,2960000000000,3090000000000,22,2
Green,3,2960000000000,3090000000000,23,4
Green,3,2960000000000,3090000000000,24,1
Green,3,2960000000000,3090000000000,25,1
Green,3,2960000000000,3090000000000,26,0
Green,3,2960000000000,3090000000000,27,3
Green,3,2960000000000,3090000000000,28,3
Green,3,2960000000000,3090000000000,29,0
Green,3,2960000000000,3090000000000,30,3
Green,3,2960000000000,3090000000000,31,0
Green,3,2960000000000,3090000000000,32,1
Green,3,2960000000000,3090000000000,33,2
Green,3,2960000000000,3090000000000,34,1
Green,3,2960000000000,3090000000000,35,0
Green,3,2960000000000,3090000000000,36,0
Green,3,2960000000000,3090000000000,37,1
Green,3,2960000000000,3090000000000,38,1
Green,3,2960000000000,3090000000000,39,1
Green,3,2960000000000,3090000000000,40,0
Green,3,2960000000000,3090000000000,41,1
Green,3,2960000000000,3090000000000,42,3
Green,3,2960000000000,3090000000000,43,0
Green,3,2960000000000,3090000000000,44,0
Green,3,2960000000000,3090000000000,45,0
Green,3,2960000000000,3090000000000,46,0
Green,3,2960000000000,3090000000000,47,0
Green,3,2960000000000,3090000000000,48,0
Green,3,2960000000000,3090000000000,49,0
Green,3,2960000000000,3090000000000,50,0
Green,3,2960000000000,3090000000000,51,0
Green,3,2960000000000,3090000000000,52,0
Green,3,2960000000000,3090000000000,53,0
Green,3,2960000000000,3090000000000,54,0
Green,3,2960000000000,3090000000000,55,0
Green,3,2960000000000,3090000000000,56,0
Green,3,2960000000000,3090000000000,57,0
Green,3,2960000000000,3090000000000,58,0
Green,3,2960000000000,3090000000000,59,0
Green,3,3090000000000,3290000000000,0,133
Green,3,3090000000000,3290000000000,1,13
Green,3,3090000000000,3290000000000,2,10
Green,3,3090000000000,3290000000000,3,9
Green,3,3090000000000,3290000000000,4,3
Green,3,3090000000000,3290000000000,5,7
Green,3,3090000000000,3290000000000,6,4
Green,3,3090000000000,3290000000000,7,3
Green,3,3090000000000,3290000000000,8,6
Green,3,3090000000000,3290000000000,9,2
Green,3,3090000000000,3290000000000,10,6
Green,3,3090000000000,3290000000000,11,1
Green,3,3090000000000,3290000000000,12,6
Green,3,3090000000000,3290000000000,13,4
Green,3,3090000000000,3290000000000,14,1
Green,3,3090000000000,3290000000000,15,4
Green,3,3090000000000,3290000000000,16,4
Green,3,3090000000000,3290000000000,17,1
Green,3,3090000000000,3290000000000,18,3
Green,3,3090000000000,3290000000000,19,4
Green,3,3090000000000,3290000000000,20,2
Green,3,3090000000000,3290000000000,21,1
Green,3,3090000000000,3290000000000,22,0
Green,3,3090000000000,3290000000000,23,4
Green,3,3090000000000,3290000000000,24,4
Green,3,3090000000000,3290000000000,25,1
Green,3,3090000000000,3290000000000,26,2
Green,3,3090000000000,3290000000000,27,3
Green,3,3090000000000,3290000000000,28,2
Green,3,3090000000000,3290000000000,29,2
Green,3,3090000000000,3290000000000,30,2
Green,3,3090000000000,3290000000000,31,2
Green,3,3090000000000,3290000000000,32,0
Green,3,3090000000000,3290000000000,33,1
Green,3,3090000000000,3290000000000,34,0
Green,3,3090000000000,3290000000000,35,0
Green,3,3090000000000,3290000000000,36,1
Green,3,3090000000000,3290000000000,37,0
Green,3,3090000000000,3290000000000,38,1
Green,3,3090000000000,3290000000000,39,2
Green,3,3090000000000,3290000000000,40,0
Green,3,3090000000000,3290000000000,41,0
Green,3,3090000000000,3290000000000,42,0
Green,3,3090000000000,3290000000000,43,2
Green,3,3090000000000,3290000000000,44,1
Green,3,3090000000000,3290000000000,45,1
Green,3,3090000000000,3290000000000,46,1
Green,3,3090000000000,3290000000000,47,1
Green,3,3090000000000,3290000000000,48,0
Green,3,3090000000000,3290000000000,49,0
Green,3,3090000000000,3290000000000,50,0
Green,3,3090000000000,3290000000000,51,0
Green,3,3090000000000,3290000000000,52,0
Green,3,3090000000000,3290000000000,53,0
Green,3,3090000000000,3290000000000,54,0
Green,3,3090000000000,3290000000000,55,0
Green,3,3090000000000,3290000000000,56,0
Green,3,3090000000000,3290000000000,57,0
Green,3,3090000000000,3290000000000,58,0
Green,3,3090000000000,3290000000000,59,0
Green,3,3290000000000,3520000000000,0,115
Green,3,3290000000000,3520000000000,1,16
Green,3,3290000000000,3520000000000,2,15
Green,3,3290000000000,3520000000000,3,7
Green,3,3290000000000,3520000000000,4,5
Green,3,3290000000000,3520000000000,5,4
Green,3,3290000000000,3520000000000,6,5
Green,3,3290000000000,3520000000000,7,5
Green,3,3290000000000,3520000000000,8,4
Green,3,3290000000000,3520000000000,9,3
Green,3,3290000000000,3520000000000,10,5
Green,3,3290000000000,3520000000000,11,3
Green,3,3290000000000,3520000000000,12,6
Green,3,3290000000000,3520000000000,13,7
Green,3,3290000000000,3520000000000,14,3
Green,3,3290000000000,3520000000000,15,3
Green,3,3290000000000,3520000000000,16,1
Green,3,3290000000000,3520000000000,17,2
Green,3,3290000000000,3520000000000,18,9
Green,3,3290000000000,3520000000000,19,4
Green,3,3290000000000,3520000000000,20,4
Green,3,3290000000000,3520000000000,21,4
Green,3,3290000000000,3520000000000,22,1
Green,3,3290000000000,3520000000000,23,3
Green,3,3290000000000,3520000000000,24,2
Green,3,3290000000000,3520000000000,25,2
Green,3,3290000000000,3520000000000,26,5
Green,3,3290000000000,3520000000000,27,3
Green,3,3290000000000,3520000000000,28,1
Green,3,3290000000000,3520000000000,29,1
Green,3,3290000000000,3520000000000,30,3
Green,3,3290000000000,3520000000000,31,0
Green,3,3290000000000,3520000000000,32,2
Green,3,3290000000000,3520000000000,33,0
Green,3,3290000000000,3520000000000,34,1
Green,3,3290000000000,3520000000000,35,0
Green,3,3290000000000,3520000000000,36,1
Green,3,3290000000000,3520000000000,37,1
Green,3,3290000000000,3520000000000,38,0
Green,3,3290000000000,3520000000000,39,0
Green,3,3290000000000,3520000000000,40,1
Green,3,3290000000000,3520000000000,41,1
Green,3,3290000000000,3520000000000,42,0
Green,3,3290000000000,3520000000000,43,1
Green,3,3290000000000,3520000000000,44,1
Green,3,3290000000000,3520000000000,45,0
Green,3,3290000000000,3520000000000,46,0
Green,3,3290000000000,3520000000000,47,1
Green,3,3290000000000,3520000000000,48,0
Green,3,3290000000000,3520000000000,49,0
Green,3,3290000000000,3520000000000,50,0
Green,3,3290000000000,3520000000000,51,0
Green,3,3290000000000,3520000000000,52,0
Green,3,3290000000000,3520000000000,53,0
Green,3,3290000000000,3520000000000,54,0
Green,3,3290000000000,3520000000000,55,0
Green,3,3290000000000,3520000000000,56,0
Green,3,3290000000000,3520000000000,57,0
Green,3,3290000000000,3520000000000,58,0
Green,3,3290000000000,3520000000000,59,0
Green,3,3520000000000,3750000000000,0,129
Green,3,3520000000000,3750000000000,1,15
Green,3,3520000000000,3750000000000,2,10
Green,3,3520000000000,3750000000000,3,6
Green,3,3520000000000,3750000000000,4,3
Green,3,3520000000000,3750000000000,5,5
Green,3,3520000000000,3750000000000,6,6
Green,3,3520000000000,3750000000000,7,7
Green,3,3520000000000,3750000000000,8,7
Green,3,3520000000000,3750000000000,9,5
Green,3,3520000000000,3750000000000,10,4
Green,3,3520000000000,3750000000000,11,2
Green,3,3520000000000,3750000000000,12,1
Green,3,3520000000000,3750000000000,13,3
Green,3,3520000000000,3750000000000,14,4
Green,3,3520000000000,3750000000000,15,2
Green,3,3520000000000,3750000000000,16,3
Green,3,3520000000000,3750000000000,17,2
Green,3,3520000000000,3750000000000,18,1
Green,3,3520000000000,3750000000000,19,3
Green,3,3520000000000,3750000000000,20,5
Green,3,3520000000000,3750000000000,21,4
Green,3,3520000000000,3750000000000,22,2
Green,3,3520000000000,3750000000000,23,0
Green,3,3520000000000,3750000000000,24,1
Green,3,3520000000000,3750000000000,25,2
Green,3,3520000000000,3750000000000,26,2
Green,3,3520000000000,3750000000000,27,4
